"id","user_id","timestamp","tasks","content"
"1","6579d630-55c6-416c-a39f-e55e81fdcb8b","1723211734","{23,34,55,42,27,13}","{""age"": """", ""major"": """", ""english_level"": ""1"", ""education_level"": ""High School"", ""search_expertise"": ""1""}"
"2","6579d630-55c6-416c-a39f-e55e81fdcb8b","1723211807","{55,53,10,21,43,22}","{""age"": ""25"", ""major"": ""Informatics"", ""english_level"": ""3"", ""education_level"": ""Master's Degree"", ""search_expertise"": ""4""}"
"3","f02f7886-546e-44a6-8f69-fe3c0be59b70","1723212494","{43,37,9,4,46,51}","{""age"": """", ""major"": """", ""english_level"": ""1"", ""education_level"": ""High School"", ""search_expertise"": ""1""}"
"4","4eb2b5be-02b7-4088-8041-28a53d79bb40","1723212744","{36,41,24,1,46,3}","{""age"": """", ""major"": """", ""english_level"": ""1"", ""education_level"": ""High School"", ""search_expertise"": ""1""}"
"5","4eb2b5be-02b7-4088-8041-28a53d79bb40","1723212803","{36,41,24,1,46,3}","{""stress_level"": ""1"", ""distraction_level"": ""1"", ""session_satisfaction"": ""1"", ""querying_satisfaction"": ""1"", ""search_layout_usefulness"": ""0""}"
"6","6579d630-55c6-416c-a39f-e55e81fdcb8b","1723213436","{17,20,23,51,30,42}","{""age"": """", ""major"": """", ""english_level"": ""1"", ""education_level"": ""High School"", ""search_expertise"": ""1""}"
"7","50986b35-e6db-4b19-97e4-b5b348ff26f2","1723213933","{44,18,9,16,11,22}","{""age"": ""22"", ""major"": ""Education "", ""english_level"": ""4"", ""education_level"": ""Bachelor's Degree"", ""search_expertise"": ""2""}"
"8","50986b35-e6db-4b19-97e4-b5b348ff26f2","1723214606","{44,18,9,16,11,22}","{""stress_level"": ""1"", ""distraction_level"": ""1"", ""session_satisfaction"": ""1"", ""querying_satisfaction"": ""1"", ""search_layout_usefulness"": ""0""}"
"9","50986b35-e6db-4b19-97e4-b5b348ff26f2","1723214640","{34,9,3,17,41,51}","{""age"": ""22"", ""major"": ""Education "", ""english_level"": ""4"", ""education_level"": ""Bachelor's Degree"", ""search_expertise"": ""2""}"
"10","6579d630-55c6-416c-a39f-e55e81fdcb8b","1723215334","{17,20,23,51,30,42}","{""stress_level"": ""1"", ""distraction_level"": ""1"", ""session_satisfaction"": ""1"", ""querying_satisfaction"": ""1"", ""search_layout_usefulness"": ""0""}"
"11","4eb2b5be-02b7-4088-8041-28a53d79bb40","1723215555","{14,32,33,23,60,4}","{""age"": """", ""major"": """", ""english_level"": ""1"", ""education_level"": ""High School"", ""search_expertise"": ""1""}"
"12","4eb2b5be-02b7-4088-8041-28a53d79bb40","1723216053","{11,26,48,51,2,12}","{""age"": """", ""major"": """", ""english_level"": ""1"", ""education_level"": ""High School"", ""search_expertise"": ""1""}"
"13","cc13bbf8-d87c-4727-ae96-f978af02c770","1723216348","{22,38,14,16,58,35}","{""age"": """", ""major"": """", ""english_level"": ""1"", ""education_level"": ""High School"", ""search_expertise"": ""1""}"
"14","50986b35-e6db-4b19-97e4-b5b348ff26f2","1723216500","{34,9,3,17,41,51}","{""stress_level"": ""3"", ""distraction_level"": ""3"", ""session_satisfaction"": ""4"", ""querying_satisfaction"": ""2"", ""search_layout_usefulness"": ""1""}"
"15","50986b35-e6db-4b19-97e4-b5b348ff26f2","1723216562","{32,1,47,48,35,53}","{""age"": ""22"", ""major"": ""Education "", ""english_level"": ""4"", ""education_level"": ""Bachelor's Degree"", ""search_expertise"": ""2""}"
"16","50986b35-e6db-4b19-97e4-b5b348ff26f2","1723216703","{32,1,47,48,35,53}","{""stress_level"": ""1"", ""distraction_level"": ""1"", ""session_satisfaction"": ""1"", ""querying_satisfaction"": ""1"", ""search_layout_usefulness"": ""0""}"
"17","50986b35-e6db-4b19-97e4-b5b348ff26f2","1723216781","{44,27,52,18,13,57}","{""age"": """", ""major"": """", ""english_level"": ""1"", ""education_level"": ""High School"", ""search_expertise"": ""1""}"
"18","088f33ed-9ea2-478c-925f-86d4f2a9c981","1723217820","{15,57,9,2,50,35}","{""age"": """", ""major"": """", ""english_level"": ""1"", ""education_level"": ""High School"", ""search_expertise"": ""1""}"
"19","50986b35-e6db-4b19-97e4-b5b348ff26f2","1723217950","{44,27,52,18,13,57}","{""stress_level"": ""2"", ""distraction_level"": ""3"", ""session_satisfaction"": ""4"", ""querying_satisfaction"": ""3"", ""search_layout_usefulness"": ""3""}"
"20","5cd1e88c-da3a-46fd-b79d-a80ed676390e","1723218304","{22,60,27,57,25,56}","{""age"": """", ""major"": """", ""english_level"": ""1"", ""education_level"": ""High School"", ""search_expertise"": ""1""}"
"21","4b6008dd-f792-4dbc-a207-32eb56807de3","1723232467","{51,10,48,4,14,43}","{""age"": """", ""major"": """", ""english_level"": ""1"", ""education_level"": ""High School"", ""search_expertise"": ""1""}"
"22","4b6008dd-f792-4dbc-a207-32eb56807de3","1723237054","{51,10,48,4,14,43}","{""stress_level"": ""1"", ""distraction_level"": ""1"", ""session_satisfaction"": ""1"", ""querying_satisfaction"": ""1"", ""search_layout_usefulness"": ""0""}"
"23","4b6008dd-f792-4dbc-a207-32eb56807de3","1723237060","{44,60,39,31,7,59}","{""age"": """", ""major"": """", ""english_level"": ""1"", ""education_level"": ""High School"", ""search_expertise"": ""1""}"
"24","0da62cfd-c946-40a6-9556-314a3eae404d","1723240312","{4,57,44,28,24,52}","{""age"": """", ""major"": """", ""english_level"": ""1"", ""education_level"": ""High School"", ""search_expertise"": ""1""}"
"25","0da62cfd-c946-40a6-9556-314a3eae404d","1723240602","{52,17,58,44,60,29}","{""age"": """", ""major"": """", ""english_level"": ""1"", ""education_level"": ""High School"", ""search_expertise"": ""1""}"
"26","0da62cfd-c946-40a6-9556-314a3eae404d","1723240692","{35,58,12,23,54,27}","{""age"": """", ""major"": """", ""english_level"": ""1"", ""education_level"": ""High School"", ""search_expertise"": ""1""}"
"27","169b024c-fa05-4351-96e5-29f022838923","1723241049","{28,19,10,49,25,2}","{""age"": """", ""major"": """", ""english_level"": ""1"", ""education_level"": ""High School"", ""search_expertise"": ""1""}"
"28","632b8485-9069-4b39-9b39-3a281f1a1e36","1723241141","{46,6,8,1,15,25}","{""age"": """", ""major"": """", ""english_level"": ""1"", ""education_level"": ""High School"", ""search_expertise"": ""1""}"
"29","9adfb1df-8c0f-48b7-a561-2c1b0b4b4df8","1723241342","{1,44,35,4,36,42}","{""age"": """", ""major"": """", ""english_level"": ""1"", ""education_level"": ""High School"", ""search_expertise"": ""1""}"
"30","a1bbec4c-6092-4191-9295-1c82f77225fa","1723242190","{8,19,57,42,15,1}","{""age"": """", ""major"": """", ""english_level"": ""1"", ""education_level"": ""High School"", ""search_expertise"": ""1""}"
"31","9df926fd-2b2b-4198-ae6e-e45553feddf9","1723242424","{4,27,46,22,34,35}","{""age"": """", ""major"": """", ""english_level"": ""1"", ""education_level"": ""High School"", ""search_expertise"": ""1""}"
"32","69ba6443-1fff-4290-a37b-931d63b83202","1723243472","{60,52,8,25,22,37}","{""age"": """", ""major"": """", ""english_level"": ""1"", ""education_level"": ""High School"", ""search_expertise"": ""1""}"
"33","08e62a14-de85-49b7-a0b0-4ef795a0b3d0","1723243999","{41,25,57,1,10,38}","{""age"": """", ""major"": """", ""english_level"": ""1"", ""education_level"": ""High School"", ""search_expertise"": ""1""}"
"34","6579d630-55c6-416c-a39f-e55e81fdcb8b","1723245733","{24,31,9,45,26,27}","{""age"": """", ""major"": """", ""english_level"": ""1"", ""education_level"": ""High School"", ""search_expertise"": ""1""}"
"35","6579d630-55c6-416c-a39f-e55e81fdcb8b","1723459324","{8,24,50,14,27,60}","{""age"": """", ""major"": """", ""english_level"": ""1"", ""education_level"": ""High School"", ""search_expertise"": ""1""}"
"36","6579d630-55c6-416c-a39f-e55e81fdcb8b","1723459377","{8,24,50,14,27,60}","{""stress_level"": ""1"", ""distraction_level"": ""1"", ""session_satisfaction"": ""1"", ""querying_satisfaction"": ""1"", ""search_layout_usefulness"": ""0""}"
"37","caa66369-0b81-4441-9ff5-2c0150332927","1723460587","{45,15,31,36,57,55}","{""age"": """", ""major"": ""Computer Science"", ""english_level"": ""5"", ""education_level"": ""Master's Degree"", ""search_expertise"": ""4""}"
"38","caa66369-0b81-4441-9ff5-2c0150332927","1723461642","{45,15,31,36,57,55}","{""stress_level"": ""2"", ""distraction_level"": ""1"", ""session_satisfaction"": ""3"", ""querying_satisfaction"": ""2"", ""search_layout_usefulness"": ""1""}"
"39","df82b78b-655d-4d35-bae9-3cfe2420915d","1723465929","{11,44,23,57,50,1}","{""age"": ""50"", ""major"": ""computer science"", ""english_level"": ""5"", ""education_level"": ""PhD"", ""search_expertise"": ""5""}"
"40","df82b78b-655d-4d35-bae9-3cfe2420915d","1723469231","{11,44,23,57,50,1}","{""stress_level"": ""3"", ""distraction_level"": ""2"", ""session_satisfaction"": ""2"", ""querying_satisfaction"": ""2"", ""search_layout_usefulness"": ""2""}"
"41","d076fb4b-fe2c-4e7d-bf36-65cbae884a0b","1723470424","{14,34,37,9,44,25}","{""age"": ""35"", ""major"": """", ""english_level"": ""3"", ""education_level"": ""Master's Degree"", ""search_expertise"": ""4""}"
"42","6579d630-55c6-416c-a39f-e55e81fdcb8b","1723471146","{21,16,2,20,44,32}","{""age"": """", ""major"": """", ""english_level"": ""1"", ""education_level"": ""High School"", ""search_expertise"": ""1""}"
"43","6579d630-55c6-416c-a39f-e55e81fdcb8b","1723471936","{21,16,2,20,44,32}","{""stress_level"": ""1"", ""distraction_level"": ""1"", ""session_satisfaction"": ""1"", ""querying_satisfaction"": ""1"", ""search_layout_usefulness"": ""0""}"
"44","d076fb4b-fe2c-4e7d-bf36-65cbae884a0b","1723484770","{18,11,45,3,12,54}","{""age"": """", ""major"": """", ""english_level"": ""1"", ""education_level"": ""High School"", ""search_expertise"": ""4""}"
"45","{{%PROLIFIC_PID%}}_{{%SESSION_ID%}}","1723507749","{24,45,39,42,29,14}","{""age"": """", ""major"": """", ""english_level"": ""1"", ""education_level"": ""High School"", ""search_expertise"": ""1""}"
"46","{{%PROLIFIC_PID%}}_{{%SESSION_ID%}}","1723508066","{24,45,39,42,29,14}","{""stress_level"": ""1"", ""distraction_level"": ""1"", ""session_satisfaction"": ""1"", ""querying_satisfaction"": ""1"", ""search_layout_usefulness"": ""0""}"
"47","9a6e6dd1-0b58-43dd-bfaa-49fce7f8ebc5","1723508807","{57,40,23,12,33,27}","{""age"": """", ""major"": """", ""english_level"": ""1"", ""education_level"": ""High School"", ""search_expertise"": ""1""}"
"48","{{%PROLIFIC_PID%}}_{{%SESSION_ID%}}","1723509375","{36,33,12,17,60,32}","{""age"": """", ""major"": """", ""english_level"": ""1"", ""education_level"": ""High School"", ""search_expertise"": ""1""}"
"49","unknown_user","1723510659","{36,33,12,17,60,32}","{""stress_level"": ""1"", ""distraction_level"": ""1"", ""session_satisfaction"": ""1"", ""querying_satisfaction"": ""1"", ""search_layout_usefulness"": ""0""}"
"50","5e3dbcb44a0e69000b473efe_66bab2c4b44d92e4d0bea21f","1723511554","{41,4,19,10,58,36}","{""age"": ""28"", ""major"": ""General"", ""english_level"": ""5"", ""education_level"": ""High School"", ""search_expertise"": ""5""}"
"51","5e3dbcb44a0e69000b473efe_66bab2c4b44d92e4d0bea21f","1723511556","{26,40,28,49,48,57}","{""age"": ""28"", ""major"": ""General"", ""english_level"": ""5"", ""education_level"": ""High School"", ""search_expertise"": ""5""}"
"52","5ac9c4415cd1050001626162_66bab2dea9ebd0f33b1a73f6","1723511632","{54,19,29,26,15,32}","{""age"": ""34"", ""major"": ""Computer Science"", ""english_level"": ""5"", ""education_level"": ""Bachelor's Degree"", ""search_expertise"": ""5""}"
"53","65e1e252e1ccdbd528045543_66bab2dad1581b2832dd13da","1723511642","{29,44,22,7,35,51}","{""age"": ""20"", ""major"": ""Computer Science"", ""english_level"": ""4"", ""education_level"": ""High School"", ""search_expertise"": ""4""}"
"54","5ffd465938d60e271a44f0ae_66bab2d2976e4028542ce9f2","1723511653","{1,58,5,26,46,14}","{""age"": ""23"", ""major"": ""healthcare"", ""english_level"": ""3"", ""education_level"": ""High School"", ""search_expertise"": ""3""}"
"55","5ffd465938d60e271a44f0ae_66bab2d2976e4028542ce9f2","1723511655","{54,41,29,19,47,55}","{""age"": ""23"", ""major"": ""healthcare"", ""english_level"": ""3"", ""education_level"": ""High School"", ""search_expertise"": ""3""}"
"56","d558bfed-4b0a-4255-85c5-b1912f572cee","1723511663","{56,33,37,38,17,1}","{""age"": ""33"", ""major"": """", ""english_level"": ""5"", ""education_level"": ""Bachelor's Degree"", ""search_expertise"": ""5""}"
"57","5f34731aaf13c1394166f29b_66bab3448e7f9fff447d4383","1723511666","{56,14,42,45,36,21}","{""age"": ""22"", ""major"": ""Education"", ""english_level"": ""4"", ""education_level"": ""Bachelor's Degree"", ""search_expertise"": ""5""}"
"58","5e3dbcb44a0e69000b473efe_66bab2c4b44d92e4d0bea21f","1723511764","{26,40,28,49,48,57}","{""stress_level"": ""3"", ""distraction_level"": ""1"", ""session_satisfaction"": ""4"", ""querying_satisfaction"": ""4"", ""search_layout_usefulness"": ""2""}"
"59","663653e4bbdcf821ab30bc5d_66bab2cbc8f50bbd8cb89b02","1723511693","{17,48,60,40,56,57}","{""age"": ""32"", ""major"": ""IT"", ""english_level"": ""5"", ""education_level"": ""PhD"", ""search_expertise"": ""5""}"
"60","663653e4bbdcf821ab30bc5d_66bab2cbc8f50bbd8cb89b02","1723511731","{29,53,28,60,1,58}","{""age"": ""32"", ""major"": ""IT"", ""english_level"": ""5"", ""education_level"": ""PhD"", ""search_expertise"": ""5""}"
"61","5e3dbcb44a0e69000b473efe_66bab2c4b44d92e4d0bea21f","1723511769","{26,40,28,49,48,57}","{""stress_level"": ""3"", ""distraction_level"": ""1"", ""session_satisfaction"": ""4"", ""querying_satisfaction"": ""4"", ""search_layout_usefulness"": ""2""}"
"62","5e3dbcb44a0e69000b473efe_66bab2c4b44d92e4d0bea21f","1723511766","{26,40,28,49,48,57}","{""stress_level"": ""3"", ""distraction_level"": ""1"", ""session_satisfaction"": ""4"", ""querying_satisfaction"": ""4"", ""search_layout_usefulness"": ""2""}"
"68","663653e4bbdcf821ab30bc5d_66bab2cbc8f50bbd8cb89b02","1723511702","{7,42,5,12,29,3}","{""age"": ""32"", ""major"": ""IT"", ""english_level"": ""5"", ""education_level"": ""PhD"", ""search_expertise"": ""5""}"
"69","663653e4bbdcf821ab30bc5d_66bab2cbc8f50bbd8cb89b02","1723511738","{6,32,51,10,4,8}","{""age"": ""32"", ""major"": ""IT"", ""english_level"": ""5"", ""education_level"": ""PhD"", ""search_expertise"": ""5""}"
"73","663653e4bbdcf821ab30bc5d_66bab2cbc8f50bbd8cb89b02","1723511738","{40,53,55,1,54,60}","{""age"": ""32"", ""major"": ""IT"", ""english_level"": ""5"", ""education_level"": ""PhD"", ""search_expertise"": ""5""}"
"63","663653e4bbdcf821ab30bc5d_66bab2cbc8f50bbd8cb89b02","1723511697","{2,9,42,53,49,33}","{""age"": ""32"", ""major"": ""IT"", ""english_level"": ""5"", ""education_level"": ""PhD"", ""search_expertise"": ""5""}"
"64","663653e4bbdcf821ab30bc5d_66bab2cbc8f50bbd8cb89b02","1723511737","{40,30,15,55,28,10}","{""age"": ""32"", ""major"": ""IT"", ""english_level"": ""5"", ""education_level"": ""PhD"", ""search_expertise"": ""5""}"
"65","663653e4bbdcf821ab30bc5d_66bab2cbc8f50bbd8cb89b02","1723511702","{6,47,30,31,21,14}","{""age"": ""32"", ""major"": ""IT"", ""english_level"": ""5"", ""education_level"": ""PhD"", ""search_expertise"": ""5""}"
"70","663653e4bbdcf821ab30bc5d_66bab2cbc8f50bbd8cb89b02","1723511738","{17,27,23,51,21,50}","{""age"": ""32"", ""major"": ""IT"", ""english_level"": ""5"", ""education_level"": ""PhD"", ""search_expertise"": ""5""}"
"74","66703ae94fd9991f5b438657_66bab38394e5b38122110b12","1723511769","{49,32,8,43,12,48}","{""age"": ""41"", ""major"": ""Video Broadcasting"", ""english_level"": ""4"", ""education_level"": ""Bachelor's Degree"", ""search_expertise"": ""4""}"
"78","65f2133c5e3207e9877fff0b_66bab37fc8f50bbd8cb89b29","1723511910","{28,19,12,32,38,8}","{""age"": ""49"", ""major"": ""Public policy"", ""english_level"": ""4"", ""education_level"": ""Master's Degree"", ""search_expertise"": ""4""}"
"81","unknown_user","1723512536","{56,33,37,38,17,1}","{""stress_level"": ""3"", ""distraction_level"": ""1"", ""session_satisfaction"": ""5"", ""querying_satisfaction"": ""5"", ""search_layout_usefulness"": ""3""}"
"91","65e1e252e1ccdbd528045543_66bab2dad1581b2832dd13da","1723513494","{29,44,22,7,35,51}","{""stress_level"": ""3"", ""distraction_level"": ""3"", ""session_satisfaction"": ""2"", ""querying_satisfaction"": ""2"", ""search_layout_usefulness"": ""0""}"
"95","65f333dce4a9a4bfc2308f40_66bab7ca8d563dd966ba182f","1723514029","{55,28,44,59,23,31}","{""stress_level"": ""2"", ""distraction_level"": ""1"", ""session_satisfaction"": ""4"", ""querying_satisfaction"": ""4"", ""search_layout_usefulness"": ""2""}"
"97","60ebfc77adae0f59618d6471_66babbe33c7ee0b0165dfd15","1723514071","{54,26,47,21,23,20}","{""age"": ""34"", ""major"": ""Science"", ""english_level"": ""3"", ""education_level"": ""High School"", ""search_expertise"": ""4""}"
"102","651033d039c135459ac83d8f_66babe046f027c80560a3b88","1723514516","{47,20,55,8,37,50}","{""age"": ""35"", ""major"": ""Veterinary Medicine"", ""english_level"": ""5"", ""education_level"": ""Master's Degree"", ""search_expertise"": ""5""}"
"108","651033d039c135459ac83d8f_66babe046f027c80560a3b88","1723515999","{43,31,51,8,39,47}","{""stress_level"": ""1"", ""distraction_level"": ""1"", ""session_satisfaction"": ""2"", ""querying_satisfaction"": ""3"", ""search_layout_usefulness"": ""1""}"
"66","663653e4bbdcf821ab30bc5d_66bab2cbc8f50bbd8cb89b02","1723511701","{1,59,15,43,26,58}","{""age"": ""32"", ""major"": ""IT"", ""english_level"": ""5"", ""education_level"": ""PhD"", ""search_expertise"": ""5""}"
"67","663653e4bbdcf821ab30bc5d_66bab2cbc8f50bbd8cb89b02","1723511700","{20,59,30,1,11,44}","{""age"": ""32"", ""major"": ""IT"", ""english_level"": ""5"", ""education_level"": ""PhD"", ""search_expertise"": ""5""}"
"71","663653e4bbdcf821ab30bc5d_66bab2cbc8f50bbd8cb89b02","1723511738","{57,50,33,2,51,40}","{""age"": ""32"", ""major"": ""IT"", ""english_level"": ""5"", ""education_level"": ""PhD"", ""search_expertise"": ""5""}"
"72","663653e4bbdcf821ab30bc5d_66bab2cbc8f50bbd8cb89b02","1723511738","{42,40,54,13,20,19}","{""age"": ""32"", ""major"": ""IT"", ""english_level"": ""5"", ""education_level"": ""PhD"", ""search_expertise"": ""5""}"
"75","663653e4bbdcf821ab30bc5d_66bab2cbc8f50bbd8cb89b02","1723511754","{5,9,4,60,3,41}","{""age"": ""32"", ""major"": ""IT"", ""english_level"": ""5"", ""education_level"": ""PhD"", ""search_expertise"": ""5""}"
"76","66b5ef9d8a4d8d21a28d8c56_66bab2d39f9e283148edf3fb","1723511831","{24,45,9,35,5,50}","{""age"": ""24"", ""major"": ""EDUCATION "", ""english_level"": ""4"", ""education_level"": ""Bachelor's Degree"", ""search_expertise"": ""4""}"
"77","663653e4bbdcf821ab30bc5d_66bab2cbc8f50bbd8cb89b02","1723511854","{13,39,34,29,24,8}","{""age"": ""32"", ""major"": ""IT"", ""english_level"": ""5"", ""education_level"": ""PhD"", ""search_expertise"": ""5""}"
"79","6680d8d559d86547a149d54f_66bab5a54bd9fe818e1a7635","1723512345","{32,25,53,37,22,21}","{""age"": ""35"", ""major"": ""Dance"", ""english_level"": ""5"", ""education_level"": ""Bachelor's Degree"", ""search_expertise"": ""5""}"
"80","5ac9c4415cd1050001626162_66bab2dea9ebd0f33b1a73f6","1723512517","{54,19,29,26,15,32}","{""stress_level"": ""3"", ""distraction_level"": ""1"", ""session_satisfaction"": ""2"", ""querying_satisfaction"": ""1"", ""search_layout_usefulness"": ""0""}"
"82","unknown_user","1723512556","{56,33,37,38,17,1}","{""stress_level"": ""3"", ""distraction_level"": ""2"", ""session_satisfaction"": ""5"", ""querying_satisfaction"": ""5"", ""search_layout_usefulness"": ""3""}"
"83","unknown_user","1723512545","{56,33,37,38,17,1}","{""stress_level"": ""3"", ""distraction_level"": ""1"", ""session_satisfaction"": ""5"", ""querying_satisfaction"": ""5"", ""search_layout_usefulness"": ""3""}"
"84","6655318ab7784d3df8fbea5e_66bab689ba267dc74039a21d","1723512697","{38,43,46,51,16,42}","{""age"": ""24"", ""major"": ""Engineering, manufacturing and construction"", ""english_level"": ""3"", ""education_level"": ""High School"", ""search_expertise"": ""4""}"
"85","6655318ab7784d3df8fbea5e_66bab689ba267dc74039a21d","1723512676","{1,15,10,46,39,28}","{""age"": ""24"", ""major"": ""Engineering, manufacturing and construction"", ""english_level"": ""3"", ""education_level"": ""High School"", ""search_expertise"": ""4""}"
"86","6655318ab7784d3df8fbea5e_66bab689ba267dc74039a21d","1723512684","{9,35,17,15,49,44}","{""age"": ""24"", ""major"": ""Engineering, manufacturing and construction"", ""english_level"": ""3"", ""education_level"": ""High School"", ""search_expertise"": ""4""}"
"87","5f34731aaf13c1394166f29b_66bab3448e7f9fff447d4383","1723512787","{56,14,42,45,36,21}","{""stress_level"": ""3"", ""distraction_level"": ""2"", ""session_satisfaction"": ""2"", ""querying_satisfaction"": ""3"", ""search_layout_usefulness"": ""2""}"
"88","66a7ec9834078bfe12db687d_66bab7ec6cabb4464f8887e0","1723512892","{12,35,21,41,60,46}","{""age"": ""19"", ""major"": ""High School Education"", ""english_level"": ""5"", ""education_level"": ""High School"", ""search_expertise"": ""4""}"
"89","65f333dce4a9a4bfc2308f40_66bab7ca8d563dd966ba182f","1723512982","{55,28,44,59,23,31}","{""age"": ""43"", ""major"": ""computer science"", ""english_level"": ""4"", ""education_level"": ""Master's Degree"", ""search_expertise"": ""5""}"
"90","5bb511c6689fc5000149c703_66bab9d0b0e1e0f163a310b8","1723513481","{}","{""age"": ""48"", ""major"": ""Education"", ""english_level"": ""4"", ""education_level"": ""Master's Degree"", ""search_expertise"": ""3""}"
"92","663653e4bbdcf821ab30bc5d_66bab2cbc8f50bbd8cb89b02","1723513618","{13,39,34,29,24,8}","{""stress_level"": ""2"", ""distraction_level"": ""1"", ""session_satisfaction"": ""3"", ""querying_satisfaction"": ""4"", ""search_layout_usefulness"": ""2""}"
"93","663653e4bbdcf821ab30bc5d_66bab2cbc8f50bbd8cb89b02","1723513615","{13,39,34,29,24,8}","{""stress_level"": ""2"", ""distraction_level"": ""1"", ""session_satisfaction"": ""3"", ""querying_satisfaction"": ""4"", ""search_layout_usefulness"": ""2""}"
"94","6661e3435d2645ebabbb4c09_66babaf1ce60c87c14b8814c","1723513733","{33,29,45,52,18,5}","{""age"": ""21"", ""major"": ""business"", ""english_level"": ""3"", ""education_level"": ""High School"", ""search_expertise"": ""3""}"
"96","60ebfc77adae0f59618d6471_66babbe33c7ee0b0165dfd15","1723514066","{28,12,35,19,2,33}","{""age"": ""34"", ""major"": ""Science"", ""english_level"": ""3"", ""education_level"": ""High School"", ""search_expertise"": ""4""}"
"98","6655318ab7784d3df8fbea5e_66bab689ba267dc74039a21d","1723514141","{9,35,17,15,49,44}","{""stress_level"": ""2"", ""distraction_level"": ""1"", ""session_satisfaction"": ""2"", ""querying_satisfaction"": ""2"", ""search_layout_usefulness"": ""2""}"
"99","66a7ec9834078bfe12db687d_66bab7ec6cabb4464f8887e0","1723514335","{12,35,21,41,60,46}","{""stress_level"": ""3"", ""distraction_level"": ""1"", ""session_satisfaction"": ""3"", ""querying_satisfaction"": ""3"", ""search_layout_usefulness"": ""1""}"
"100","651033d039c135459ac83d8f_66babe046f027c80560a3b88","1723514521","{12,23,42,50,54,19}","{""age"": ""35"", ""major"": ""Veterinary Medicine"", ""english_level"": ""5"", ""education_level"": ""Master's Degree"", ""search_expertise"": ""5""}"
"101","651033d039c135459ac83d8f_66babe046f027c80560a3b88","1723514521","{45,9,38,37,46,13}","{""age"": ""35"", ""major"": ""Veterinary Medicine"", ""english_level"": ""5"", ""education_level"": ""Master's Degree"", ""search_expertise"": ""5""}"
"103","651033d039c135459ac83d8f_66babe046f027c80560a3b88","1723514482","{10,31,39,29,53,55}","{""age"": ""35"", ""major"": ""Veterinary Medicine"", ""english_level"": ""5"", ""education_level"": ""Master's Degree"", ""search_expertise"": ""5""}"
"104","651033d039c135459ac83d8f_66babe046f027c80560a3b88","1723514493","{43,31,51,8,39,47}","{""age"": ""35"", ""major"": ""Veterinary Medicine"", ""english_level"": ""5"", ""education_level"": ""Master's Degree"", ""search_expertise"": ""5""}"
"105","6661e3435d2645ebabbb4c09_66babaf1ce60c87c14b8814c","1723515204","{33,29,45,52,18,5}","{""stress_level"": ""2"", ""distraction_level"": ""5"", ""session_satisfaction"": ""5"", ""querying_satisfaction"": ""5"", ""search_layout_usefulness"": ""2""}"
"106","651033d039c135459ac83d8f_66babe046f027c80560a3b88","1723515998","{43,31,51,8,39,47}","{""stress_level"": ""1"", ""distraction_level"": ""1"", ""session_satisfaction"": ""2"", ""querying_satisfaction"": ""3"", ""search_layout_usefulness"": ""1""}"
"111","651033d039c135459ac83d8f_66babe046f027c80560a3b88","1723516008","{43,31,51,8,39,47}","{""stress_level"": ""1"", ""distraction_level"": ""1"", ""session_satisfaction"": ""2"", ""querying_satisfaction"": ""3"", ""search_layout_usefulness"": ""1""}"
"107","651033d039c135459ac83d8f_66babe046f027c80560a3b88","1723516020","{43,31,51,8,39,47}","{""stress_level"": ""1"", ""distraction_level"": ""1"", ""session_satisfaction"": ""2"", ""querying_satisfaction"": ""3"", ""search_layout_usefulness"": ""1""}"
"112","651033d039c135459ac83d8f_66babe046f027c80560a3b88","1723515982","{43,31,51,8,39,47}","{""stress_level"": ""1"", ""distraction_level"": ""1"", ""session_satisfaction"": ""2"", ""querying_satisfaction"": ""3"", ""search_layout_usefulness"": ""1""}"
"109","651033d039c135459ac83d8f_66babe046f027c80560a3b88","1723515999","{43,31,51,8,39,47}","{""stress_level"": ""1"", ""distraction_level"": ""1"", ""session_satisfaction"": ""2"", ""querying_satisfaction"": ""3"", ""search_layout_usefulness"": ""1""}"
"110","651033d039c135459ac83d8f_66babe046f027c80560a3b88","1723516008","{43,31,51,8,39,47}","{""stress_level"": ""1"", ""distraction_level"": ""1"", ""session_satisfaction"": ""2"", ""querying_satisfaction"": ""3"", ""search_layout_usefulness"": ""1""}"
"113","60ebfc77adae0f59618d6471_66babbe33c7ee0b0165dfd15","1723516758","{54,26,47,21,23,20}","{""stress_level"": ""2"", ""distraction_level"": ""1"", ""session_satisfaction"": ""2"", ""querying_satisfaction"": ""3"", ""search_layout_usefulness"": ""2""}"
